Name,Time,Batt_Volt,Temp,pH,pHmv,Cond,DOpct,DOmgl,DOgain,Turb,Depth,Lat_dd,Long_dd,GPStime,Num_Sats
WNF-S007,6/14/18 12:15,14.34074,19.5,7.69,-90.7,1.11,97.3,8.91,-999,1.1,1.692,41.12734,-73.80826,162257,9
WNF-S007,6/14/18 12:00,13.37656,19.57,7.69,-90.9,1.103,99.9,9.14,-999,1.2,1.699,41.12733,-73.80827,160757,10
WNF-S007,6/14/18 11:45,14.16896,19.5,7.71,-92.2,1.108,94.6,8.66,-999,1.2,1.697,41.12732,-73.80823,155257,10
WNF-S007,6/14/18 11:30,13.77553,19.55,7.72,-92.6,1.1,96.5,8.82,-999,1.4,1.706,41.12731,-73.80824,153757,9
WNF-S007,6/14/18 11:15,15.26058,19.56,7.71,-92,1.091,89.1,8.15,-999,1.6,1.707,41.12732,-73.80823,152257,9
WNF-S007,6/14/18 11:00,14.20775,19.51,7.71,-91.7,1.09,87.5,8.01,-999,1.8,1.71,41.1273,-73.80822,150757,10
WNF-S007,6/14/18 10:45,14.23545,19.47,7.72,-92.6,1.095,93,8.520001,-999,1.6,1.713,41.12731,-73.80823,145257,10
WNF-S007,6/14/18 10:30,14.22437,19.5,7.73,-92.8,1.097,92.4,8.46,-999,1.6,1.722,41.1273,-73.80821,143757,8
WNF-S007,6/14/18 10:15,14.24653,19.49,7.74,-93.7,1.094,91.7,8.4,-999,1.8,1.725,41.12731,-73.80823,142257,10
WNF-S007,6/14/18 10:00,15.01677,19.56,7.74,-93.9,1.091,90.7,8.29,-999,1.8,1.726,41.12733,-73.80828,140757,10
WNF-S007,6/14/18 9:45,14.35182,19.42,7.75,-94.4,1.096,87.5,8.020001,-999,1.7,1.729,41.12733,-73.80828,135257,8
WNF-S007,6/14/18 9:30,14.07476,19.42,7.78,-95.7,1.09,85.5,7.84,-999,1.6,1.739,41.12735,-73.8083,133757,7
WNF-S007,6/14/18 9:15,14.07476,19.49,7.79,-96.4,1.086,84.9,7.77,-999,1.7,1.75,41.12736,-73.80828,132257,7
WNF-S007,6/14/18 9:00,13.24357,19.46,7.83,-98.8,1.083,94.3,8.64,-999,1.8,1.759,41.12734,-73.80826,130757,9
WNF-S007,6/14/18 8:45,14.19112,19.44,7.83,-99,1.093,98.2,9,-999,1.9,1.765,41.12732,-73.80823,125257,9
WNF-S007,6/14/18 8:30,13.87527,19.46,7.83,-98.8,1.09,98.6,9.04,-999,1.8,1.771,41.12734,-73.80823,123757,8
WNF-S007,6/14/18 8:15,14.279,19.44,7.84,-99.6,1.096,105.1,9.64,-999,1.9,1.78,0,0,-2147483648,NAN
WNF-S007,6/13/18 18:45,13.65362,19.39,7.88,-101.5,1.091,104.9,9.63,-999,1.8,1.786,41.12727,-73.80826,224443,9
WNF-S007,6/13/18 18:15,14.06367,19.48,7.91,-103.6,1.086,108.1,9.9,-999,1.9,1.797,41.1273,-73.80824,221443,9
WNF-S007,6/13/18 18:00,13.70903,19.46,7.93,-104.4,1.083,109.1,10,-999,2,1.805,41.12731,-73.80826,215943,9
WNF-S007,6/13/18 17:45,14.12463,19.44,7.92,-104.2,1.085,108.7,9.96,-999,2,1.805,41.12732,-73.80827,214443,9
WNF-S007,6/13/18 17:15,13.31561,19.44,7.93,-104.4,1.083,110.2,10.1,-999,1.8,1.804,0,0,-2147483648,NAN
WNF-S007,6/13/18 17:00,13.67025,19.43,7.92,-103.9,1.084,110.1,10.09,-999,2,1.808,41.12731,-73.80821,205943,8
WNF-S007,6/13/18 16:45,14.19112,19.43,7.89,-102.4,1.084,108.9,9.979999,-999,2,1.81,41.12731,-73.80822,204443,7
WNF-S007,6/13/18 16:30,14.09692,19.44,7.87,-101.2,1.085,108.5,9.939999,-999,1.8,1.814,41.12733,-73.80823,202943,7
WNF-S007,6/13/18 16:15,13.31561,19.46,7.85,-100,1.083,110.3,10.1,-999,2,1.811,41.12733,-73.80826,201443,8
WNF-S007,6/13/18 16:00,14.01934,19.7,7.66,-88.8,1.131,105.3,9.6,-999,1.2,1.935,41.12732,-73.80822,195943,8
WNF-S007,6/13/18 15:45,13.40981,19.83,7.68,-90.1,1.12,112.9,10.26,-999,1.4,1.937,41.12735,-73.80822,194443,9
WNF-S007,6/13/18 15:30,13.88635,19.56,7.71,-92.1,1.135,107.7,9.84,-999,1.1,1.965,41.12734,-73.80824,192943,10
WNF-S007,6/13/18 15:15,14.07476,24.15,16.73,-622.9,0.006,92,7.72,-999,0.4,-0.348,41.12734,-73.80824,191443,10
WNF-S007,6/13/18 15:00,13.50955,36.66,7.91,-106.8,0.006,96.2,6.51,-999,1.3,-0.351,41.12735,-73.80824,185943,10
WNF-S007,6/13/18 14:45,13.29898,33.79,8.439999,-138.5,0.006,95,6.73,-999,0.7,-0.346,41.12735,-73.80826,184443,10
WNF-S007,6/13/18 14:30,14.08584,29.67,8.270001,-126.9,0.006,94.2,7.16,-999,1.3,-0.341,41.12735,-73.80822,182943,11
WNF-S007,6/13/18 14:15,13.83648,24.41,9.16,-138.5,0.083,109.2,9.12,-999,2.2,0.747,41.12734,-73.80826,181443,10
WNF-S007,6/13/18 14:00,14.20221,24.13,9.17,-138.5,0.083,107.7,9.04,-999,1.9,0.752,41.12735,-73.80828,175943,10
WNF-S007,6/13/18 13:45,14.03597,22.57,8.92,-123.5,0.086,104.9,9.07,-999,1.8,0.756,41.12732,-73.80824,174443,9
WNF-S007,6/13/18 13:30,13.62592,61118,0.008,14.721,153144,78.4,-999.9,-999,0.738,35.65,41.12727,-73.8082,172943,10
WNF-S007,6/13/18 13:15,14.42385,61118,0.008,14.72,151644,73.78,-999.9,-999,0.738,41.54,41.12731,-73.80824,171443,9
